"NRA"	"Establecimiento"	"Sector"	"Número SCIAN"	"SCIAN"	"Clave Ambiental"	"Actividad Principal"	"Nombre Parque Industrial"	"Latitud Norte"	"Longitud Oeste"	"Calle"	"Número Exterior"	"Número Interior"	"Entre Calle 1"	"Entre Calle 2"	"Colonia"	"Localidad"	"Municipio"	"Entidad Federativa"	"Código Postal"
"DFM2J2803211"	"DULCES FAMOSOS DE MEXICO, S. DE R.L. DE C.V."	"Alimenticio y/o de consumo humano"	"311340"	"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate."	"2J"	"FABRICACION DE DULCES DE AZUCAR Y JARABE DE MAIZ"	"PARQUE INDUSTRIAL VILLA FLORIDA"	"26°3'58"""	"98°22'32"""	"AVENIDA LOS NOGALES"	"SN"		"AVENIDA DE LOS PINOS"	"AVENIDA DE LOS CEDROS"	"NO APLICA"	"REYNOSA"	"Reynosa"	"TAMAULIPAS"	"88715"
"DGU360700911"	"DISTRIBUIDORA GUGAR, S.A. DE C.V."	"Bebidas y tabaco"	"312111"	"Elaboración de refrescos y otras bebidas no alcohólicas."	"36"	"FABRICACION, ELABORACIÓN Y VENTA DE REFRESCOS, AGUAS ENVASADAS Y BEBIDAS ENVASADAS"	"RURAL"	"16°14'10"""	"93°59'50"""	"CARRETERA COSTERA No. 200"	"Km 31"		"NINGUNA"	"NINGUNA"	"PARAJE SAN RAMON"	"ARRIAGA"	"Arriaga"	"CHIAPAS"	"30450"
"DEA7I0502711"	"DEACERO S.A. DE C.V. PLANTA ALAMBRES SALTILLO"	"Metalurgica (incluye la siderurgica)"	"331111"	"Complejos siderúrgicos."	"7I"	"LAMINACIÓN SECUNDARIA DE HIERRO Y ACERO (SÓLO INCLUYE PRODUCTOS OBTENIDOS MEDIANTE PROCESO"	"CORREDOR INDUSTRIAL"	"25°30'29"""	"100°57'52"""	"AUTOPISTA MONTERREY - SALTILLO KM. 8.5"	"SN"		"NA"	"NA"	"NA"	"RAMOS  ARIZPE"	"Ramos Arizpe"	"COAHUILA"	"25900"
"DEA7I1104412"	"DEACERO S.A. DE C.V. PLANTA ALAMBRES CELAYA"	"Metalurgica (incluye la siderurgica)"	"331111"	"Complejos siderúrgicos."	"7I"	"LAMINACIÓN SECUNDARIA DE HIERRO Y ACERO (SÓLO INCLUYE PRODUCTOS OBTENIDOS MEDIANTE PROCESO"		"20°30'57"""	"100°55'35"""	"CARETERA PANAMERICANA KM 64.85"	"NA"		"NA"	"NA"	"NA"	"POBLADO EL CHINACO"	"Villagran"	"GUANAJUATO"	"38260"
"DEA7I1605311"	"DEACERO S.A. DE C.V. PLANTA INDUSTRIALES MORELIA"	"Metalurgica (incluye la siderurgica)"	"331111"	"Complejos siderúrgicos."	"7I"	"LAMINACIÓN SECUNDARIA DE HIERRO Y ACERO (SÓLO INCLUYE PRODUCTOS OBTENIDOS MEDIANTE PROCESO"	"CIUDAD INDUSTRIAL MORELIA"	"19°42'33"""	"101°7'36"""	"ORIENTE 4"	"1565"		"SEGUNDA ETAPA"	"CUARTA ETAPA"	"CD INDUSTRIAL MORELIA 3ERA ETAPA"	"MORELIA"	"Morelia"	"MICHOACAN"	"58200"
"DEA7I2111411"	"DE ACERO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"331111"	"Complejos siderúrgicos."	"7I"	"FABRICACIÓN DE PRODUCTOS DERIVADOS DEL ACERO Y O ALAMBRON"	"PARQUE INDUSTRIAL 5 DE MAYO"	"19°5'40"""	"98°11'27"""	"AV. MARTIRES DE RIO BLANCO"	"16"	"16"	"calzada del conde"	"martires del rio blanco"	"FRACC. INDUSTRIAL 5 DE MAYO"	"PUEBLA"	"Puebla"	"PUEBLA"	"72019"
"DEA7T1510411"	"DEACERO, S.A .DE C.V."	"Metalurgica (incluye la siderurgica)"	"331111"	"Complejos siderúrgicos."	"7I"	"FABRICACION DE ACERO, LAMINACION, HIERRO, ALAMBRON, VARILLA, ETC."		"19°33'0"""	"99°11'39"""	"AVENIDA HIDALGO"	"132"		"RIO LERMA"	"TOLTECAS"	"LA ROMANA"	"TLALNEPANTLA"	"Tlalnepantla de Baz"	"MEXICO"	"54030"
"DEA820502711"	"DEACERO S.A. DE C.V. PLANTA ALAMBRES FINOS"	"Articulos y productos metalicos"	"332610"	"Fabricación de alambre, productos de alambre y resortes."	"82"	"PRODUCCION Y TRANSFORMACION DE ALAMBRES FINOS"	"AUTOPISTA MONTERREY-SALTILLO KM. 8.5"	"25°30'43"""	"100°57'46"""	"NA"	"INTERIOR A"		"NA"	"NA"	"CORREDOR INDUSTRIAL SALTILLORAMOS ARIZPE"	"RAMOS ARIZPE"	"Ramos Arizpe"	"COAHUILA"	"25900"
"DEA821904811"	"DEACERO S.A. DE C.V. PLANTA SANTA CATARINA"	"Articulos y productos metalicos"	"332610"	"Fabricación de alambre, productos de alambre y resortes."	"82"	"PRODUCCION DE ALAMBRE, MALLAS Y CLAVOS"	"CORREDOR INDUSTRIAL"	"25°40'23"""	"100°26'44"""	"AVENIDA MANUEL ORDOÑEZ"	"770 PTE"		"ESQUINA CON FRANCISCO I MADERO"	"NA"	"EL LECHUGAL"	"SANTA CATARINA"	"Santa Catarina"	"NUEVO LEON"	"66350"
"DEABK2603011"	"DEACERO S.A. DE C.V. PATIO HERMOSILLO"	"Metalurgica (incluye la siderurgica)"	"331111"	"Complejos siderúrgicos."	"7I"	"COMPRA VENTA DE CHATARRA FIERRO VIEJO"	"PARQUE INDUSTRIAL HERMOSILLO"	"29°1'54"""	"110°53'58"""	"CARRETERA HERMOSILLO - SAHUARIPA KM. 4.3"	"1247"	"NA"	"NA"	"NA"	"NA"	"HERMOSILLO"	"Hermosillo"	"SONORA"	"83299"
"DEALJ0502711"	"DEACERO S.A. DE C.V. PLANTA ACERIA - LAMINACION SALTILLO"	"Metalurgica (incluye la siderurgica)"	"331510"	"Moldeo por fundición de piezas de hierro y acero."	"LJ"	"FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME"	"CORREDOR INDUSTRIAL"	"25°30'31"""	"100°57'51"""	"AUTOPISTA MONTERREY SALTILLO KM 8.5"	"NA"	"NA"	"NA"	"NA"	"CORREDOR INDUSTRIAL"	"RAMOS ARIZPE"	"Ramos Arizpe"	"COAHUILA"	"25900"
"DEALJ1104412"	"DEACERO S.A. DE C.V. PLANTA ACERIA LAMINACION CELAYA"	"Metalurgica (incluye la siderurgica)"	"331510"	"Moldeo por fundición de piezas de hierro y acero."	"LJ"	"FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME"	"CORREDOR INDUSTRIAL"	"20°31'18"""	"100°55'24"""	"CARRETERA PANAMERICANA KM 64.8"	"SN"		"NA"	"NA"	"POBLADO EL CHINACO"	"NA"	"Villagran"	"GUANAJUATO"	"38260"
"DCE5T0901411"	"Degort s Chemical S.A. de C.V."	"Quimica"	"325412"	"Fabricación de preparaciones farmacéuticas."	"5T"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."		"19°22'9"""	"99°8'37"""	"Alhambra"	"310"		"Municipio Libre"	"Victor Hugo"	"Portales"		"Benito Juarez"	"DISTRITO FEDERAL"	"03300"
"DCM912201111"	"DIEHL CONTROLS MEXICO S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"334410"	"Fabricación de componentes electrónicos."	"91"	"ENSAMBLE DE TARJETAS ELECTRONICA"	"PARQUE INDUSTRIAL EL TEPEYAC  AEROPUERTO ODDONNEL"	"20°36'53"""	"100°19'22"""	"AVENIDA  EL TEPEYAC"	"1730"		"sin calle"	"sin calle"	"Parque Industrial Tepeyac"	"PEDRO ESCOBEDO"	"El Marques"	"QUERETARO"	"76250"
"DCOND0100111"	"DELTA CONECTORES, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas."	"ND"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE METALES NO FERROSOS."	"CIUDAD INDUSTRIAL"	"21°49'57"""	"102°17'10"""	"DAVID GUZMAN"	"110"		"ROBERTO DIAZ RODRIGUEZ"	"JM ROMO"	"CD. INDUSTRIAL"	"AGUASCALIENTES"	"Aguascalientes"	"AGUASCALIENTES"	"20280"
"DCRK90900511"	"DURA CROM SA DE CV"	"Metalurgica (incluye la siderurgica)"	"333999"	"Fabricación de otra maquinaria y equipo para la industria en general."	"LK"	"FABRICACION Y REPARACION DE PARTES PARA MAQUINARIA INDUSTRIAL"		"19°29'55"""	"99°9'6"""	"PONIENTE 146"	"510"		"NORTE 35"	"NORTE 31A"	"INDSUTRIAL VALLEJO"		"Gustavo A. Madero"	"DISTRITO FEDERAL"	"07720"
"DDE912803221"	"Delphi Delco Electronics de Mexico, S.de R.L. de C.V. (Operaciones DELNORTE 5-6)"	"Automotriz"	"336390"	"Fabricación de otras partes para vehículos automotrices."	"9M"	"Fabricación de otras partes para vehículos automotrices"	"Parque Industrial del Norte"	"26°2'47"""	"98°22'24"""	"Ave. Fomento Industrial"	"S/N"	"S/N"	"N/A"	"N/A"	"Parque Industrial del Norte"	"Reynosa"	"Reynosa"	"TAMAULIPAS"	"88736"
"DDE9M2802221"	"Delphi Delco Electronics de Mexico S.  de  R.L.  de C.V. Operaciones Deltronicos"	"Automotriz"	"336390"	"Fabricación de otras partes para vehículos automotrices."	"9M"	"Manufactura de radios automotrices"	"Parque Industrial del Norte"	"25°52'57"""	"97°33'4"""	"Sendero Nacional Km. 3.5"	"sin numero"		"Uniones"	"Ohio"		"Matamoros"	"Matamoros"	"TAMAULIPAS"	"88736"
"DDR5L1605811"	"DESTILADORA DE RESINAS Y POLIMEROS DE LA C.I.N.S.J.P."	"Quimica"	"325190"	"Fabricación de otros productos químicos básicos orgánicos."	"5L"	"PRODUCCIÓN DE AGUARRÁS Y BREA."		"19°25'12"""	"102°6'31"""	"AV. CERRO PRIETO"	"SN"	"SN"	"NA"	"NA"	"FÉLIX IRETA"	"NA"	"Nuevo Parangaricutiro"	"MICHOACAN"	"60490"
"DDS9H0503011"	"Delphi Diesel Systems SA de CV"	"Automotriz"	"336390"	"Fabricación de otras partes para vehículos automotrices."	"9M"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."		"25°28'7"""	"100°59'24"""	"Blvd Isidro Lopez Zertuche"	"4248"		"Felipe Pescador"	"Egipto"	"Virreyes Obrera"	"Saltillo"	"Saltillo"	"COAHUILA"	"25220"
"DDU911000511"	"DRAKA DURANGO S. DE R. L. DE C. V."	"Equipos y articulos electronicos, electricos y domesticos"	"335312"	"Fabricación de equipo y aparatos de distribución de energía eléctrica."	"91"	"PRODUCCION DE CONDUCTORES ELECTRICOS"	"PARQUE INDUSTRIAL"	"24°6'48"""	"104°33'22"""	"AUTOPISTA DURANGO - GOMEZ PALACIO KM 2.5"	"SN"		"NA"	"NA"	"SC"	"DURANGO"	"Durango"	"DURANGO"	"34206"
"DAFND0200211"	"DAFMEX, S. DE R. L. DE C. V."	"Metalurgica (incluye la siderurgica)"	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas."	"ND"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE METALES NO FERROSOS."	"PARQUE IDUSTRIAL MEXICALI I"	"32°40'4"""	"115°24'46"""	"AVENIDA GALAXIA Y CALLE JÚPITER"	"72"		"Marte"	"Júpiter"		"MEXICALI"	"Mexicali"	"BAJA CALIFORNIA"	"21210"
"DAM5P2903121"	"DOW AgroSciences de México"	"Quimica"	"325320"	"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes."	"5P"	"PRODUCCION DE AGROQUÍMICOS HERBICIDAS E INSECTICIDAS"	"Ciudad Industrial Xicothencatl"	"19°29'15"""	"98°3'50"""	"Boulevard Emilio Sanchez Piedras"	"302"		"NA"	"NA"		"Tetla"	"Tetla de la Solidaridad"	"TLAXCALA"	"90434"
"DAM9M1501311"	"DINAMICA AUTOMOTRIZ DE MEXICO, S.A."	"Automotriz"	"336390"	"Fabricación de otras partes para vehículos automotrices."	"9M"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."		"19°33'31"""	"99°14'53"""	"VICENTE SUAREZ"	"363"		"AV. 2 DE ABRIL"	"AV. RUIZ CORTINES"	"CD. LOPEZ MATEOS"	"ATIZAPAN DE ZARAGOZA"	"Atizapan de Zaragoza"	"MEXICO"	"52900"
"DAOKE1412011"	"DAOSA, S.A. DE C.V."	"Otros"	"811111"	"Reparación mecánica en general de automóviles y camiones."	"KE"	"COMPRA-VENTA DE AUTOS Y SERVICIO MECANICO AUTOMOTRIZ"		"18°55'0"""	"103°42'0"""	"AV. PROLONGACION VALLARTA"	"6043"		"AV. CENTRAL"	"CALLE BALDIO"	"CIUDAD GRANJA"	"ZAPOPAN"	"Zapopan"	"JALISCO"	"45010"
"DAS9M0501011"	"DENSO AIR SYSTEMS DE MEXICO SA DE CV"	"Automotriz"	"336390"	"Fabricación de otras partes para vehículos automotrices."	"9M"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	"INDUSTRIAL FUNDIDORES"	"26°55'57"""	"101°28'23"""	"DE LOS HORNOS"	"122"		"ARRABIO"	"LIBRAMIENTO CARLOS SALINAS DE GORTARI"	"INDUSTRIAL FUNDIDORES"	"FRONTERA"	"Frontera"	"COAHUILA"	"25643"
"DASJB0803711"	"Delphi Automotive Systems S.A. de C.V"	"Automotriz"	"336390"	"Fabricación de otras partes para vehículos automotrices."	"9M"	"Diseño, Manufactura y Prueba de Piezas Automotrices."		"31°44'57"""	"106°26'16"""	"Av. Hermanos Escobar"	"5756"		"Av. del Charro"	"Plutarco Elias Calles"	"FOVISSSTE Chamizal"	"Cd. Juárez"	"Juarez"	"CHIHUAHUA"	"32310"
"DAU371000511"	"DURANGO AUTOMOTORES S DE R L DE C V"	"Otros"	"811111"	"Reparación mecánica en general de automóviles y camiones."	"KE"	"COMPRA VENTA DE AUTOMOVILES REFACCIONES Y SERVICIO DE TALLER"		"24°3'16"""	"104°36'53"""	"BLBD FRANCISCO VILLA"	"4020"	"OTE"	"AUTODUSA"	"SAN JUAN DE LETRAN"	"20 DE NOVIEMBRE"	"VICTORIA DE DURANGO"	"Durango"	"DURANGO"	"34220"
"DBM140803111"	"DIA BRAS MEXICANA S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"212232"	"Minería de plomo y zinc."	"14"	"MINERÍA DE COBRE, ZINC, PLATA Y PLOMO (SÓLO INCLUYE BENEFICIO)."	"KM 121 CARRETERA CHIHUAHUA-LA JUNTA"	"28°23'55"""	"107°2'18"""	"NA"	"NA"		"NA"	"NA"	"NA"	"MALPASO"	"Guerrero"	"CHIHUAHUA"	"31694"
"DCA9G1306121"	"DINA CAMIONES SA DE CV"	"Automotriz"	"336110"	"Fabricación de automóviles y camionetas."	"9G"	"PRODUCCIÓN DE AUTOMÓVILES Y CAMIONES (INCLUYE TRACTOCAMIONES Y SIMILARES)."	"CIUDAD SAHAGUN"	"19°47'8"""	"98°33'6"""	"CORREDOR INDUSTRIAL"	"11"		"NA"	"NA"		"CIUDAD SAHAGUN"	"Tepeapulco"	"HIDALGO"	"43990"
"DCA9M2402811"	"DRAEXLMAIER COMPONENTS AUTOMOTIVE DE MEXICO S. DE R. L. DE C.V."	"Automotriz"	"336390"	"Fabricación de otras partes para vehículos automotrices."	"9M"	"FABRICACIÓN DE OTRAS PARTES  Y ACCESORIOS DE AUTO Y CAM."	"Parque Logistico"	"22°13'45"""	"100°53'51"""	"Av. Central"	"180"		"Av. Central"	"Interpuerto"	"na"	"SAN LUIS POTOSI"	"San Luis Potosi"	"SAN LUIS POTOSI"	"78395"
"DCA9M3201011"	"Delphi Cableados S.A de C.V Planta II"	"Equipos y articulos electronicos, electricos y domesticos"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"91"	"Ensamble de Cables y  Componentes para la Industria Automotriz"		"23°10'16"""	"102°52'57"""	"Calle del Parque Sur"	"139"		"Guyana"	"Belice"	"Esparza"	"Fresnillo"	"Fresnillo"	"ZACATECAS"	"99080"
"DCA9M3201012"	"Delphi Cableados S.A de C.V Planta III"	"Automotriz"	"336390"	"Fabricación de otras partes para vehículos automotrices."	"9M"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."		"23°11'47"""	"102°51'42"""	"Apozol"	"101"		"Vetagrande"	"Susticacan"	"Solidaridad"	"Fresnillo"	"Fresnillo"	"ZACATECAS"	"99010"
"DCA9M3201711"	"Delphi Cableados S.A de C.V Planta I"	"Automotriz"	"336390"	"Fabricación de otras partes para vehículos automotrices."	"9M"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."		"22°45'13"""	"102°30'16"""	"Av Revolucion Mexicana"	"63"		"Zona Militar 52"	"Cetis113"	"Ejidal"	"Guadalupe"	"Guadalupe"	"ZACATECAS"	"98600"
"CUP5N1403911"	"CUPROSA S.A DE C.V"	"Quimica"	"325310"	"Fabricación de fertilizantes."	"5N"	"COMPRA VENTA Y PRODUCCION DE SULFATO DE COBRE Y PRODUCTOS QUIMICOS"	"ZONA INDUSTRIAL"	"20°38'7"""	"103°22'11"""	"CALLE4"	"2734"		"LOPEZ DE LEGAZPI"	"CALLE5"	"ZONA INDUSTRIAL"	"GUADALAJARA"	"Guadalajara"	"JALISCO"	"44940"
"CUP7L1904611"	"CUPRUM, S.A. DE C.V.     PLANTA II"	"Metalurgica (incluye la siderurgica)"	"331419"	"Fundición y refinación de otros metales no ferrosos."	"7L"	"LAMINACIÓN, EXTRUSIÓN Y/O ESTIRAJE DE METALES NO FERROSOS"		"25°41'22"""	"100°16'55"""	"Via a Matamoros cruz Ave de la Juventud"	"615"		"Avenida Diego Diaz de Berlanga"	"Avenida Nogalar"	"Industrial Nogalar"	"San Nicolás de los Garza"	"San Nicolas de los Garza"	"NUEVO LEON"	"66484"
"CUP7Q1904611"	"CUPRUM S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"331310"	"Industria básica del aluminio."	"7Q"	"FABRICACION DE PERFILES DE ALUMINIO"		"25°43'3"""	"100°16'56"""	"AV. DIEGO DIAZ DE BERLANGA"	"132 NTE"		"AV. NOGALAR"	"AV. LA JUVENTUD"	"INDUSTRIAL NOGALAR"	"SAN NICOLAS DE LOS GARZA"	"San Nicolas de los Garza"	"NUEVO LEON"	"66480"
"CUPLJ1403911"	"CUPRUM, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"331510"	"Moldeo por fundición de piezas de hierro y acero."	"LJ"	"FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME"		"20°37'21"""	"103°20'15"""	"ANTIGUA CARRETERA A CHAPALA"	"3345"		"VIAS DE FERROCARRIL"	"CAMINO A LAS VEGAS"	"ALAMO INDUSTRIAL"	"GUADALAJARA"	"Guadalajara"	"JALISCO"	"44470"
"CUPND1510411"	"CUPRUM, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas."	"ND"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE METALES NO FERROSOS."		"19°31'56"""	"99°6'59"""	"AV. LA PRESA"	"290"		"CLUB DE EXCURSIONISTAS TONATIUH"	"AV. LA PRESA"	"SAN JUAN IXHUATEPEC"	"TLALNEPANTLA"	"Tlalnepantla de Baz"	"MEXICO"	"54180"
"CVHAD2804011"	"CENTRAL VALLE HERMOSO S.A. DE C.V."	"Generación de energía eléctrica"	"221110"	"Generación, transmisión y distribución de energía eléctrica."	"AD"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"		"25°47'54"""	"97°47'7"""	"ESTE 124  A ESTE 123 SUR 67 A SUR 67.400"	"ESTE 124 A ESTE 123"		"NA"	"NA"	"AGRICOLA ANAHUAC"	"A 2 KM DEL POBLADO DE  ANAHUAC"	"Valle Hermoso"	"TAMAULIPAS"	"87300"
"CWD911502411"	"COOPER WIRING DEVICES DE MEXICO, S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"335930"	"Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas."	"91"	"FABRICACION DE ENSAMBLE DE APAGADORES ELECTRICOS Y ACCESORIOS ELECTRICOS"		"19°39'26"""	"99°10'48"""	"CARR.  TLALNEPANTLA -CUAUTITLAN KM. 17.8"	"SN"		"ESQUINA CERRADA 8 DE MAYO"	"ND"	"VILLA JARDIN"	"ESTADO DE MÉXICO"	"Cuautitlan"	"MEXICO"	"54800"
"CYATG1200111"	"CLUB DE YATES DE ACAPULCO A. C."	"Otros"	"713941"	"Clubes deportivos del sector privado."	"BE"	"DEPORTES ACUATICOS"		"16°50'7"""	"99°54'13"""	"GRAN VIA TROPICAL Y TAMBUCO S/N"	"SN"		"TAMBUCO"	"LAS AMERICAS"	"FRACC. LAS PLAYAS"	"ACAPULCO"	"Acapulco de Juarez"	"GUERRERO"	"39390"
"CZA303200511"	"COMPAÑÍA CERVECERA DE ZACATECAS, S. DE R.L. DE C.V."	"Bebidas y tabaco"	"312120"	"Elaboración de cerveza."	"30"	"FABRICACIÓN Y VENTA DE CERVEZA"	"PARQUE INDUSTRIAL CALERA"	"22°58'22"""	"102°42'27"""	"BLVD. ANTONINO FERNÁNDEZ RODRÍGUEZ"	"100"		"NA"	"NA"	"NA"	"CALERA"	"Calera"	"ZACATECAS"	"98500"
"CZV6E0200411"	"CARL ZEISS VISION MANUFACTURA DE MEXICO S DE R.L DE C.V."	"Articulos y productos plasticos"	"339113"	"Fabricación de artículos oftálmicos."	"6E"	"FABRICACION DE LENTES OFTALMICOS DE RESINA PLASTICA"		"32°28'54"""	"116°55'25"""	"BOULEVARD INSURGENTES"	"18600"		"JACARANDAS"	"PRIVDA DELPARQUE INDUSTRIAL NUEVO"	"PADRE KINO"		"Tijuana"	"BAJA CALIFORNIA"	"22223"
"DAA8V2802711"	"Delphi Alambrados Automotrices S.A. de C.V. Planta I"	"Equipos y articulos electronicos, electricos y domesticos"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"91"	"Elaboracion de Arneses Automotrices"	"Parque Industrial Longoria"	"27°29'26"""	"99°31'40"""	"Iturbide"	"6970"		"Manuel Avila Camacho"	"Francisco Villa"	"Parque Industrial Longoria"	"Nuevo Laredo"	"Nuevo Laredo"	"TAMAULIPAS"	"88275"
"DAC3G0100112"	"DERIVADOS ACRILICOS S.A.DE C.V. Planta Estambres"	"Textiles, fibras e hilos"	"313310"	"Acabado de productos textiles."	"3K"	"FABRICACION DE HILO ACRILICO"		"21°52'18"""	"102°18'55"""	"AV. ADOLFO LOPEZ MATEOS PTE."	"1502"		"CAPULIN"	"AV. AGUASCALIENTES"	"CIRCUNVALACION PONIENTE"	"AGUASCALIENTES"	"Aguascalientes"	"AGUASCALIENTES"	"20210"
"DAC950801911"	"DIGITAL APPLIANCE CONTROLS DE MEXICO S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"334410"	"Fabricación de componentes electrónicos."	"91"	"ENSAMBLE DE COMPONENTES ELECTRONICOS PARA PRODUCTOS ELECTRODOMESTICOS"	"COMPLEJO INDUSTRIAL CHIHUAHUA"	"28°43'13"""	"106°7'50"""	"AVE. MIGUEL DE CERVANTES"	"151"		"MARIANO AZUELA"	"LEON TOLSTOI"	"COMPLEJO INDUSTRIAL CHIHUAHUA"	"CHIHUAHUA"	"Chihuahua"	"CHIHUAHUA"	"31109"
"CTM7Z1510411"	"COOPER TOOLS DE MEXICO, S. DE R.L. DE C.V."	"Metalurgica (incluye la siderurgica)"	"331510"	"Moldeo por fundición de piezas de hierro y acero."	"7T"	"COMPRA, VENTA, FABRICACION, DISTRIBUCION IMPORTACION Y EXPORTACION DE PRODUCTOS DE ACERO"	"SAN NICOLAS"	"19°32'55"""	"99°12'19"""	"SAN NICOLAS"	"18"		"VIA GUZTAVO BAZ"	"ROBERTO FULTON"	"FRACCIONAMIENTO INDUSTRIAL SAN NICOLAS"	"TLALNEPANTLA"	"Tlalnepantla de Baz"	"MEXICO"	"54030"
"CTO8A1403911"	"CROMADOS TOVAR, S.A. DE C.V."	"Quimica"	"332810"	"Recubrimientos y terminados metálicos."	"8A"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."		"20°41'35"""	"103°22'12"""	"RIO ATOTONILCO"	"1062"		"MARCELINO GARCIA BARRAGAN"	"RIO TINTO"	"ATLAS"		"Guadalajara"	"JALISCO"	"44870"
"CTO8L0503511"	"CATERPILLAR TORREON, S. DE R.L. DE C.V."	"Metalurgica (incluye la siderurgica)"	"333111"	"Fabricación de maquinaria y equipo agrícola."	"8C"	"FABRICACION Y O ENSAMBLE DE MAQUINAS Y EQUIPO E IMPLEMENTOS PARA LABORES AGROPECUARIOS"	"FERROPUEORTO"	"25°29'38"""	"103°23'5"""	"CARRETERA TORREON-MIELERAS KM. 6.5"	"NA"		"BLVD. SAN PEDRO"	"CALLE PALMAS"	"NA"		"Torreon"	"COAHUILA"	"27400"
"CTP8L0803711"	"CEQUENT TRAILER PRODUCTS S.A. DE C.V."	"Articulos y productos metalicos"	"332710"	"Maquinado de piezas metálicas para maquinaria y equipo en general."	"8L"	"MANUFACTURAR REPARAR IMPORTAR EXPORTAR VENDER Y DISTRIBUIR PRODUCTOS FABRICADOS DE METAL"		"31°36'59"""	"106°26'5"""	"AV. ENRIQUE PINONCELLI"	"9578"		"PANAMERICANA"	"AERONAUTICA"	"PUENTE ALTO"	"JUAREZ"	"Juarez"	"CHIHUAHUA"	"32695"
"CTR352018411"	"COMPAÑÍA CERVECERA DEL TRÓPICO S.A DE C.V."	"Bebidas y tabaco"	"312120"	"Elaboración de cerveza."	"30"	"ELABORACIÓN Y VENTA DE CERVEZA"		"18°4'20"""	"96°8'13"""	"BOULEVARD ANTONINO FERNÁNDEZ RODRIGUEZ"	"01"	"NA"	"NA"	"NA"	"EX HACIENDA EL YUCAL"	"TUXTEPEC"	"San Juan Bautista Tuxtepec"	"OAXACA"	"68365"
"CTR8Z2803211"	"C&D TECHNOLOGIES REYNOSA S. DE R.L. DE C.V."	"Automotriz"	"335910"	"Fabricación de acumuladores y pilas."	"8Z"	"MANUFACTURA DE ACUMULADORES ELECTRICOS (BATERIAS PLOMO-ACIDO)"		"26°1'39"""	"98°21'53"""	"AVE. IDUSTRIAL DEL NORTE"	"LOTE 6"	"MANZANA 9"	"NA"	"NA"	"PARQUE IND. DEL NORTE"	"REYNOSA"	"Reynosa"	"TAMAULIPAS"	"88730"
"CUA571512111"	"CUAUTIPACK, S.A. DE C.V."	"Celulosa y papel"	"322132"	"Fabricación de cartón y cartoncillo a partir de pulpa."	"57"	"PRODUCCIÓN DE CARTÓN Y CARTONCILLO (SI INVOLUCRA OPERACIONES TÉRMICAS; NO INCLUYE  LA MICR"		"19°42'17"""	"99°11'21"""	"AV. CANAL"	"SN"		"NINGUNA"	"NINGUNA"	"SAN MATEO IZTACALCO"		"Cuautitlan Izcalli"	"MEXICO"	"54700"
