"NRA"	"Nombre"	"Sector"	"Actividad principal SEMARNAT"	"Actividad principal"	"Coordenada UTM X"	"Coordenada UTM Y"	"Latitud Norte"	"Longitud Oeste"	"Estado"	"Delegación\Municipio"	"Calle"	"No. Exterior"	"No. Interior"	"Entre calle 1"	"Entre calle 2"	"Colonia"	"Localidad"	"Parque o puerto industrial"	"Código postal"
"PPALQ3003912"	"PETROQUIMICA PAJARITOS S. A. DE C. V."	"Petroleo y petroquimica "	"Produccion de petroquimicos secundarios"	"PRODUCCION DE PETROQUIMICOS"	0	0	"18°6'5"""	"94°22'45"""	"VERACRUZ"	"Coatzacoalcos"	"CARRETE COATZACOALCOSVILLAHERMOSA KM 7.5"	"NA"	"NA"	"NA"	"NA"	"NA"	"COATZACOALCOS"	"COATZACOALCOS"	96400
"PPAN21904611"	"PRODUCTORA DE PAPEL S.A. DE C.V."	"Celulosa y papel"	"Produccion de papeles recubiertos y sus productos"	"PRODUCCIÓN DE PAPELES RECUBIERTOS Y SUS PRODUCTOS (INCLUYE OTROS ACABADOS CUANDO SE FABRIC"	0	0	"25°44'8.53"""	"100°15'18.69"""	"NUEVO LEON"	"San Nicolas de los Garza"	"VIA DE F.F.C.C. A MATAMOROS"	"KM."	7	"VIA DE F.F.C.C."	"ANTIGUO CAMINO AL MEZQUITAL"	"LAGRANGE"			443
"PPC5I1101711"	"PROSI PVS CHEMICALS S.A. DE C.V."	"Quimica"	"Produccion de acidos, bases y sales inorganicas"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES INORGÁNICAS."	0	0	"20°38'0"""	"110°17'30"""	"GUANAJUATO"	"Irapuato"	"AV. SALAMANCA ESQ. SAN MIGUEL DE ALLENDE"	"SIN NUMERO"		"AV. DEL CANAL"	"AV. SAN MIGUEL DE ALLENDE"	"CD. INDUSTRIAL"	"IRAPUATO"	"CD INDUSTRIAL"	36541
"PPC6J0803711"	"PETRO PAC DE CHIHUAHUA S.A. DE C.V."	"Quimica"	"Fabricacion de productos de espumas de poliestireno expandible"	"FABRICACIÓN DE PRODUCTOS DE ESPUMAS DE POLIESTIRENO EXPANDIBLE (SÓLO SI SE ELABORA EL POLI"	0	0	31.63676	-106.44754	"CHIHUAHUA"	"Juarez"	"FRANCISCO SARABIA"	8925		"GENERAL ROBERTO FIERRO"	"NO EXISTE CALLE ALTERNA"	"PARQUE INDUSTRIAL AEROPUERTO"		"PARQUE INDUSTRIAL AEROPUERTO"	32690
"PPE5Y2111411"	"PRODUCTOS PELIKAN S.A. DE C.V."	"Pinturas y tintas "	"Produccion de tintas para impresion y escritura"	"PRODUCCIÓN DE TINTAS PARA IMPRESIÓN Y ESCRITURA."	0	0	"19°4'11"""	"98°09'45"""	"PUEBLA"	"Puebla"	"CARR. A TEHUACAN"	"SN"				"MARAVILLAS"	"PUEBLA"	"PARQUE INDUSTRIAL PUEBLA 2000"	72700
"PPELQ2113221"	"PEMEX PETROQUIMICA COMPLEJO PETROQUIMICO INDEPENDENCIA"	"Petroleo y petroquimica "	"Produccion de petroquimicos secundarios"	"PRODUCCIÓN DE PETROQUÍMICOS SECUNDARIOS."	0	0	"19°15'51"""	"0.98°25'25"""	"PUEBLA"	"San Martin Texmelucan"	"Km. 76.5 Carretera Federal Mexico Puebla"	"sin no."	"sin no."			"no aplica"	"Santa María Moyotzingo"		74000
"PPG1Z2602911"	"PRODUCTOS PESQUEROS DE GUAYMAS S.A. DE C.V."	"Alimenticio y/o de consumo humano "	"Preparacion y envasado alimentos"	"EMPAQUE DE SARDINA Y ATUN Y ELABORACION DE HARINA DE PESCADO"	0	0	"27°52'46"""	"110°52'13"""	"SONORA"	"Guaymas"	"PARQUE IND. RODOLFO SANCHEZ TABOADA"	"C"	1			"PAQUE IND. RODOLFO SANCHEZ TABOADA"	"GUAYMAS"	"RODOLFO SANCHEZ TABOADA"	85460
"PPG5U2201611"	"PPG INDUSTRIES DE MEXICO S.A. DE C.V."	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"RECUBRIMIENTOS INDUSTRIALES Y AUTOMOTRICES"	397514.64	2256390.78	20.40769	-99.9811	"QUERETARO"	"San Juan del Rio"	"LIBRAMIENTO A TEQUISQUIAPAN"	66				"VALLE DE ORO"	"SAN JUAN DEL RIO"	"ZONA INDUSTRIAL SAN JUAN DEL RIO"	76800
"PPR1M1306312"	"PILGRIMS PRIDE S.A. DE C.V."	"Alimenticio y/o de consumo humano "	"Matanza de ganado y aves"	"PROCESO DE AVES"	0	0	"19°53'30"""	"99°20'30"""	"HIDALGO"	"Tepeji del Rio de Ocampo"	"ANTIGUA CARRETERA MEXICO QUERETARO"	"KM. 72.5"				"SAN MATEO SEGUNDA SECCION"	"SAN MATEO"	"ZONA INDUSTRIAL"	42850
"PQIEA1503311"	"PROCESOS QUÍMICOS INDUSTRIALES S. A. DE C. V."	"Quimica"	"Produccion de grasas, aceites lubricantes y aditivos"	"PRODUCCIÓN DE GRASAS, ACEITES LUBRICANTES Y ADITIVOS (INCLUYE MEZCLAS)."	0	0	"19°32'1"""	"-99°3'59"""	"MEXICO"	"Ecatepec de Morelos"	"CINCO DE FEBRERO"	33		"VIA MORELOS"	"CUAUHTEMÓC"	"SANTA CLARA COATITLA"	"ECATEPEC DE MORELOS"		55540
"PQMEA1903911"	"Productos Quimicos Monterrey S.A. de C.V."	"Quimica"	"Produccion de acidos, bases y sales inorganicas"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES INORGÁNICAS."	0	0	"25°41'33"""	"-100°19'12"""	"NUEVO LEON"	"Monterrey"	"Francisco Javier Echeverria"	801		"Villagomez"	"Luis Mora"	"Industrial"	"Monterrey"	"Zona Industrial"	64440
"PQMEA1904811"	"Productos Quimicos Monterrey S.A. de C.V."	"Quimica"	"Produccion de acidos, bases y sales inorganicas"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES INORGÁNICAS."	0	0	"25°40'11"""	"-100°26'28"""	"NUEVO LEON"	"Santa Catarina"	"Lerdo de Tejada"	807		"Altamirano"	"Reforma"	"El Lechugal"	"Santa Catarina"	"Parque Industrial El Lechugal"	66350
"PQP5U1509911"	"PRODUCTOS QUIMICOS Y PINTURAS S.A. DE C.V"	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO"	0	0	"19°20'4"""	"99°08'04"""	"MEXICO"	"Texcoco"	"GENERAL MARIANO RUIZ"	77		"CAMINO A CUAUTLALPAN"	"AV. SAN VICENTE"	"VILLA SANTIAGO CUAUTLALPAN"	"CUAUTLALPAN"		56250
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"Petroleo y petroquimica "	"Refinacion de petroleo"	"REFINACION DEL PETROLEO"	472464.55	2216635.423	20.04732	-99.27206	"HIDALGO"	"Atitalaquia"	"CARRETERA TULA JOROBAS KM 26.5"	23.5		"CARRETERA TULA JOROBAS"		"EL LLANO 2 SECCION"		"ATITALAQUIA"	42800
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"Petroleo y petroquimica "	"Refinacion de petroleo"	"REFINACION DEL PETROLEO Y SUS DERIVADOS."	0	0	"16°12'59"""	"0.95°10'30"""	"OAXACA"	"Salina Cruz"	"KM 3 CARRETERA TRANSISMICA SALINA CRUZ"	"SN"		"AVENIDA OLEODUCTO"	"CALZADA REFINERIA"	"REFINERIA"	"SALINA CRUZ"	"PUERTO INDUSTRIAL"	70620
"PRE672107111"	"PEMEX REFINACION SECTOR CATALINA"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"TRANSPORTE DE HIDROCARBUROS POR TUBERIAS"	0	0	"20°9'52"""	"98°4'50"""	"PUEBLA"	"Huauchinango"	"CAMPO CATALINA"	"ND"				"ND"	"HUAUHCINANGO"	"CAMPO CATALINA"	73160
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"Petroleo y petroquimica "	"Refinacion de petroleo"	"REFINACIÓN DE PETRÓLEO."	0	0	"17°58'0"""	"94°31'0"""	"VERACRUZ"	"Minatitlan"	"AV. SALVADOR DIAZ MIRON"	119				"OBRERA"	"MINATITLAN VERACRUZ"		96740
"PRE673201711"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION ZACATECAS"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCION DE PRODUCTOS DERIVADOS DEL PETROLEO"	0	0	"22°44'54"""	"102°26'21"""	"ZACATECAS"	"Guadalupe"	"CARR. AGUASCALIENTES ZACATECAS"	"KM. 112.5"				"EJIDO LA ZACATECANA"	"GUADALUPE"	"EJIDO LA ZACATECANA"	98600
"PREBM2604211"	"PEMEX REFINACION TAD NAVOJOA SON"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"RECIBO ALMACENAMIENTO Y DISTRIBUCION DE PRODUCTOS PETROLIFEROS"	655400	2990900	"30°37'0"""	"110°58'0"""	"SONORA"	"Navojoa"	"CARRETERA LOS MOCHIS OBREGON KM 151"	"NA"		"CARR. LOS MOCHIS CD OBREGON KM 151"	"NA"	"NA"	"NA"	"PARQUE INDUSTRIAL 4 HERMANOS"	85800
"PREBM2604311"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION NOGALES SON"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"RECIBO ALMACENAMIENTO Y DISTRIBUCION DE HIDROCARBUROS"	0	0	"31°16'44"""	"110°56'50"""	"SONORA"	"Nogales"	"CARRETERA INTERNACIONAL KM5.5"	"SN"		"SIN NOMBRE"	"SIN NOMBRE"	"INDUSTRIAL"	"NOGALES"		84000
"PREEA1406611"	"PLASTICOS REX SA DE CV"	"Articulos y productos plasticos "	"Fabricacion de productos y articulos de plastico"	"PRODUCCION DE TUBERIA DE PVC Y PRODUCTOS MOLDEADOS CON RESINA"	0	0	"20°22'50"""	"102°57'30"""	"JALISCO"	"Poncitlan"	"CARRETERA GUADALAJARA OCOTLAN"	"Km 60.4"				"EJIDO DE SAN SEBASTIAN"	"PONCITLAN"		45950
"PREEA1407011"	"PRECITUBO S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Produccion de tubos y postes de hierro y acero"	"PRODUCCIÓN DE TUBOS Y POSTES DE HIERRO Y ACERO (SÓLO MEDIANTE PROCESOS TÉRMICOS O DE FUNDI"	0	0	"20°31'0"""	"103°11'0"""	"JALISCO"	"El Salto"	"Carretera Al Castillo"	11.4		"Carretera al Salto"	"Entronque al Castillo"	"San Jose Del Castillo"	"San Jose del Castillo"	"CORREDOR INDUSTRIAL DE EL SALTO JALISCO"	45680
"PREEA3019311"	"CENTRO EMBARCADOR BAJOS DE LA GALLEGA"	"Petroleo y petroquimica "	"Petroquimica basica"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"19°12'33"""	"96°7'24"""	"VERACRUZ"	"Veracruz"	"CARRETERA SAN JUAN DE ULUA"	"S.N"		"COMPAÑIA ASTILLEROS VERACRUZ"	"MAR"	"ZONA PORTUARIA"	"VERACRUZ"	"ISLOTE DE SAN JUAN DE ULUA VERACRUZ VER"	91700
"PREKE0900511"	"PEMEX REFINACION ALTACE"	"Otros"	"Reparacion y mantenimiento automotriz"	"MANTENIMIENTO AUTOMOTRIZ"	848139	2155092	19.49062	-99.15125	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"PONIENTE 134 ESQUINA VALLEJO"	1127		"CALZADA VALLEJO"	"AVENIDA 100 METROS"	"INDUSTRIAL VALLEJO"			7720
"PREM90100111"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION AGUASCALIENTES"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCION DE PRODUCTOS DERIVADOS DEL PETROLEO EXCLUYE DISTRIBUIDORES"	0	0	"21°45'3"""	"102°13'0"""	"AGUASCALIENTES"	"Aguascalientes"	"CARR. COYOTES SAN BARTOLO KM 6.5"	"SN"		"SN SN"	"EX HDA SAN BARTOLO"		"AGUASCALIENTES"	"AGUASCALIENTES AGS"	20311
"PREM90200211"	"PEMEX REFINACION T.A.D. MEXICALI"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"RECIBO ALMACENAMIENTO Y DISTRIBUCION DE PEMEX-MAGNA PEMEX-PREMIUM Y PEMEX-DIESEL"	0	0	32.57403	-115.67157	"BAJA CALIFORNIA"	"Mexicali"	"EJIDO EMILIANO ZAPATA"	"SIN NUM."						"CARRETERA MEXICALI TIJUANA KM 16"	21384
"PREM90300311"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION LA PAZ B.C.S."	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"RECIBO ALMACENAMIENTO Y DISTRIBUCION DE PRODUCTOS DERIVADOS DEL PETROLEO"	0	0	"24°13'13"""	"110°18'37"""	"BAJA CALIFORNIA SUR"	"La Paz"	"KM 8.5 CARRET. A PICHILINGUE PUNTA PRIET"	"SN"		"MARINA COSTA BAJA"	"C.F.E PUNTA PRIETA"	"NO APLICA"	"LA PAZ"	"PUERTO INDUSTRIAL"	23010
"PREM90501811"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION MONCLOVA"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"26°57'21"""	"0.101°25'30"""	"COAHUILA"	"Monclova"	"Carretera 57 Km. 5.5"	"SN"				"Estancias de San Juan Bautista"	"Monclova"	"Parque Industrial"	25710
"PREM90502811"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION SABINAS COAH."	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"27°51'30"""	"101°7'15"""	"COAHUILA"	"Sabinas"	"Carr. 57 Monclova Piedras Negras Km 1174"	"sn"				"Ejido El Mezquite"	"Sabinas"		26790
"PREM90710111"	"PEMEX REFINACION. TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION TUXTLA GUTIERREZ."	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"RECIBO ALMACENAMIENTO COMERCIALIZACION Y DISTRIBUCION DE PRODUCTOS DERIVADOS DEL PETROLEO"	0	0	"16°45'57"""	"93°11'40"""	"CHIAPAS"	"Tuxtla Gutierrez"	"CARRETERA PANAMERICANA KM 1080"	"KM. 1080"				"PLAN DE AYALA"	"TUXTLA GUTIERREZ"	"SALIDA DE LA CIUDAD"	29020
"PREM90900612"	"PEMEX REFINACION TAD SATELITE ORIENTE"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	2309585	2434429	19.40478	-99.10361	"DISTRITO FEDERAL"	"Iztacalco"	"AÑIL"	486		"EJE 3 ORIENTE"	"EJE 3 SUR"	"GRANJAS MEXICO"			8400
"PREM90901011"	"TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION SATELITE SUR"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	19.36598	-99.21425	"DISTRITO FEDERAL"	"Alvaro Obregon"	"AVENIDA CENTENARIO"	301		"CINCO DE MAYO"		"MERCED GOMEZ"			1600
"PREM91000511"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION DURANGO"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	24.03316	-104.62713	"DURANGO"	"Durango"	"CARRETERA PANAMERICANA KM.951"	951		"HELIO"	"ADOLFO LOPEZ MATEOS"	"SANTA FE"	"DURANGO"	"EN CIUDAD"	34240
"PREM91000712"	"PEMEX REFINACION. TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION GOMEZ PALACIO"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	25.56185	-103.46832	"DURANGO"	"Gomez Palacio"	"Lazaro Cardenas y Guanacevi SN"	"SN"		"Blvd. Gonzalez de la Vega"	"Piedras Negras"	"Industrial"	"Gomez Palacio"	"Lagunero"	35070
"PREM91101711"	"TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION IRAPUATO GTO."	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCION DE PRODUCTOS DERIVADOS DEL PETROLEO EXCLUYE DISTRIBUIDORES."	262500	2287500	"20°38'59"""	"101°17'59"""	"GUANAJUATO"	"Irapuato"	"AVENIDA DEL CANAL SUR SIN NUMERO"	"SIN NUMERO"		"CARRET FEDERAL IRAPUATO SALAMANCA KM 1.2"		"CIUDAD INDUSTRIAL"	"IRAPUATO"	"CIUDAD INDUSTRIAL IRAPUATO GTO."	36541
"PREM91412011"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION EL CASTILLO"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	684700	267800	20.53362	-103.21298	"JALISCO"	"El Salto"	"CAMINO VIEJO AL CASTILLO EL MUEY"	51		"CARRETERA AL SALTO"	"CARRETERA AL VERDE"	"EL SALTO"	"EL SALTO"	"EL SALTO JALISCO"	45685
"PREM91412012"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION ZAPOPAN"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	20.71092	-103.45999	"JALISCO"	"Zapopan"	"AV. AVIACIÓN"	999		"MELCHOR OCAMPO"	"5 DE MAYO"	"SAN JUAN DE OCOTÁN"	"SAN JUAN DE OCOTAN"	"PARQUE INDUSTRIAL SAN JUAN DE OCOTAN"	45019
"PREM91605211"	"PEMEX REFINACION TAD LAZARO CARDENAS MICHOACAN"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"RECIBO ALMACENAMIENTO Y DISTRIBUCION DE PRODUCTOS PETROLIFEROS"	0	0	"17°56'13"""	"102°10'3"""	"MICHOACAN"	"Lazaro Cardenas"	"INTERIOR ISLA DEL CAYACAL"	"SN"				"ZONA INDUSTRIAL"	"LAZARO CARDENAS"	"RECINTO PORTUARIO ISLA DEL CAYACAL"	60950
"PREM91608811"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION MORELIA MICHOACAN"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"19°50'43"""	"101°8'52"""	"MICHOACAN"	"Morelia"	"CARR. FEDERAL MORELIA SALAMANCA KM. 18.5"	"NA"	"NA"	"NA"	"NA"	"NA"	"TARIMBARO"		55880
"PREM91610211"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION URUAPAN MICHOACAN"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCION DE PRODUCTOS DERIVADOS DEL PETROLEO EXCLUYE DISTRIBUIDORES"	0	0	"19°25'9"""	"102°4'8"""	"MICHOACAN"	"Uruapan"	"BOULEVARD INDUSTRIAL"	4299		"KM. 5.5 CARRETERA CUOTA A MORELIA"	"CALLE LEO AMPLIACION COL. SAN RAFAEL"	"ZONA INDUSTRIAL"	"URUAPAN"	"ZONA INDUSTRIAL"	60220
"PREM91700711"	"PEMEX REFINACION TAD CUERNAVACA"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"18°55'12"""	"0.99°11'30"""	"MORELOS"	"Cuernavaca"	"CARRETERA FEDERAL CUERNAVACA CUAUTLA"	"KM 6.2"		"ALFREDO BONFIL"	"SAN ANDRES DE LA CAL"	"MARTIRES DE RIO BLANCO"	"CUERNAVACA"		62230
"PREM92007911"	"PEMEX Refinación SUPERINTENDENCIA TERMINAL MARITIMA DE SALINA CRUZ OAXACA"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"16°99'40"""	"95°11'58"""	"OAXACA"	"Salina Cruz"	"CALZ. TTE. JOSE AZUETA"	"SIN NUM"	"ERO"	"CALZ. TTE. JOSE AZUETA"	"CALZ. TTE. JOSE AZUETA"	"SAN PABLO"	"SALINA CRUZ"	"PROL CALZ TENIENTE JOSE AZUETA SIN NUMERO"	70690
"PREM92007912"	"TERMINAL DE ALMACENAMEINTO Y DISTRIBUCION SALINA CRUZ"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"16°12'55"""	"95°10'22"""	"OAXACA"	"Salina Cruz"	"CALZADA ACCESO A LA REFINERIA"	"SN"		"SN"	"SN"	"SN"			70620
"PREM92040911"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION OAXACA"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	2578123	2178447	"17°3'28"""	"96°38'12"""	"OAXACA"	"Santa Maria del Tule"	"KM 16.5 CARRETERA OAXACA TEHUANTEPEC"	"SIN NUM"	"SIN NUM"	"NO APLICA"	"NO APLICA"	"NO APLICA"	"SANTA MARIA DEL TULE"	"ZONA DE TERRENOS DE CULTIVO"	68297
"PREM92114911"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION TEHUACAN"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"18°32'27"""	"97°25'55"""	"PUEBLA"	"Santiago Miahuatlan"	"AVENIDA NACIONAL"	"SN"	"SN"			"SC"	"SANTIAGO MIAHUATLAN"		75820
"PREM92201411"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION QUERETARO QRO."	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	20.62089	-100.43153	"QUERETARO"	"Queretaro"	"ACCESO III"	18		"ACCESO II"	"5 DE FEBRERO"	"BENITO JUAREZ"	"QUERETARO QRO"	"ZONA INDUSTRIAL BENITO JUAREZ QUERETARO QRO"	76120
"PREM92402011"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION MATEHUALA"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	23.66631	-100.64376	"SAN LUIS POTOSI"	"Matehuala"	"AV. HIDALGO"	212	"NORTE"	"ROBLE"	"COMISION FEDERAL DE ELECTRICIDAD"	"ZONA CENTRO"	"MATEHUALA"	"PARQUE INDUSTRIAL"	78700
"PREM92402813"	"PEMEX REFINACION T.A.D. SAN LUIS POTOSI"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"RECIBO ALMACENAMIENTO Y DISTRIBUCION DE PRODUCTOS PETROLIFEROS"	298382.988	2449461.264	"22°8'6"""	"100°57'12"""	"SAN LUIS POTOSI"	"San Luis Potosi"	"AVE . OBERSVATORIO SN"	"SN"	"SN"	"CALLE BARCELONA"	"SALVADOR NAVA MARTINEZ"	"ESPAÑITA"	"SAN LUIS POTOSI"		78390
"PREM92501212"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION MAZATLAN SINALOA"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"23°11'22"""	"106°24'57"""	"SINALOA"	"Mazatlan"	"CONOCIDO COLONIA ESPERANZA"	"SIN NUMERO"				"LA ESPERANZA"	"MAZATLAN SINALOA"	"PARQUE INDUSTRIAL"	82180
"PREM92501511"	"Pemex Refinación Terminal de Almacenamiento y Distribución Guamúchil Sinaloa"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"RECIBO ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO"	0	0	"25°28'15"""	"0.108°6'40"""	"SINALOA"	"Salvador Alvarado"	"CARRETERA INTERNACIONALMEXICO NOGALES"	"SN"				"PARQUE INDUSTRIAL GUAMÚCHIL"	"SALVADOR ALVARADO"	"CARRETERA INTERNACIONAL MEXICO NOGALES KM 1532"	81489
"PREM92602911"	"PEMEX Refinación Terminal de Almacenamiento y Distribución Guaymas Sonora."	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"27°55'12"""	"110°51'45"""	"SONORA"	"Guaymas"	"Av. A. Serdán Sin Número"	"SN"		"NA"	"NA"	"Termoeléctrica"	"Guaymas"	"Fraccionamiento Las Batuecas"	85430
